tuition_id,course_id,university_id,academic_year,residency,tuition_fee,scholarship_amount,tuition_deposit,currency
TF_IRL001_58_INTL,C_IRL001_58,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_58_EU,C_IRL001_58,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_59_INTL,C_IRL001_59,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_59_EU,C_IRL001_59,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_60_INTL,C_IRL001_60,IRL001,2026,INTL,26270.00,1000.00,500.00,EUR
TF_IRL001_60_EU,C_IRL001_60,IRL001,2026,EU,8371.00,0.00,0.00,EUR
TF_IRL001_61_INTL,C_IRL001_61,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_61_EU,C_IRL001_61,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_62_INTL,C_IRL001_62,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_62_EU,C_IRL001_62,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_63_INTL,C_IRL001_63,IRL001,2026,INTL,20540.00,0.00,500.00,EUR
TF_IRL001_63_EU,C_IRL001_63,IRL001,2026,EU,11500.00,0.00,500.00,EUR
TF_IRL001_64_INTL,C_IRL001_64,IRL001,2026,INTL,23950.00,1000.00,500.00,EUR
TF_IRL001_64_EU,C_IRL001_64,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_65_INTL,C_IRL001_65,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_65_EU,C_IRL001_65,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_66_INTL,C_IRL001_66,IRL001,2026,INTL,13800.00,0.00,500.00,EUR
TF_IRL001_66_EU,C_IRL001_66,IRL001,2026,EU,7500.00,0.00,500.00,EUR
TF_IRL001_67_INTL,C_IRL001_67,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_67_EU,C_IRL001_67,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_68_INTL,C_IRL001_68,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_68_EU,C_IRL001_68,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_69_INTL,C_IRL001_69,IRL001,2026,INTL,26270.00,1000.00,500.00,EUR
TF_IRL001_69_EU,C_IRL001_69,IRL001,2026,EU,8371.00,0.00,0.00,EUR
TF_IRL001_70_INTL,C_IRL001_70,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_70_EU,C_IRL001_70,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_71_INTL,C_IRL001_71,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_71_EU,C_IRL001_71,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_72_INTL,C_IRL001_72,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_72_EU,C_IRL001_72,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_73_INTL,C_IRL001_73,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_73_EU,C_IRL001_73,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_74_INTL,C_IRL001_74,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_74_EU,C_IRL001_74,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_75_INTL,C_IRL001_75,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_75_EU,C_IRL001_75,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_76_INTL,C_IRL001_76,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_76_EU,C_IRL001_76,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_77_INTL,C_IRL001_77,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_77_EU,C_IRL001_77,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_78_INTL,C_IRL001_78,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_78_EU,C_IRL001_78,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_79_INTL,C_IRL001_79,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_79_EU,C_IRL001_79,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_80_INTL,C_IRL001_80,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_80_EU,C_IRL001_80,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_81_INTL,C_IRL001_81,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_81_EU,C_IRL001_81,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_82_INTL,C_IRL001_82,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_82_EU,C_IRL001_82,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_83_INTL,C_IRL001_83,IRL001,2026,INTL,23950.00,1000.00,500.00,EUR
TF_IRL001_83_EU,C_IRL001_83,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_84_INTL,C_IRL001_84,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_84_EU,C_IRL001_84,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_85_INTL,C_IRL001_85,IRL001,2026,INTL,21010.00,0.00,500.00,EUR
TF_IRL001_85_EU,C_IRL001_85,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_86_INTL,C_IRL001_86,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_86_EU,C_IRL001_86,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_87_INTL,C_IRL001_87,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_87_EU,C_IRL001_87,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_88_INTL,C_IRL001_88,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_88_EU,C_IRL001_88,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_89_INTL,C_IRL001_89,IRL001,2026,INTL,24900.00,1000.00,500.00,EUR
TF_IRL001_89_EU,C_IRL001_89,IRL001,2026,EU,7106.00,0.00,0.00,EUR
TF_IRL001_90_INTL,C_IRL001_90,IRL001,2026,INTL,23950.00,1000.00,500.00,EUR
TF_IRL001_90_EU,C_IRL001_90,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_91_INTL,C_IRL001_91,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_91_EU,C_IRL001_91,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_92_INTL,C_IRL001_92,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_92_EU,C_IRL001_92,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_93_INTL,C_IRL001_93,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_93_EU,C_IRL001_93,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_94_INTL,C_IRL001_94,IRL001,2026,INTL,24760.00,1000.00,500.00,EUR
TF_IRL001_94_EU,C_IRL001_94,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_95_INTL,C_IRL001_95,IRL001,2026,INTL,24000.00,1000.00,500.00,EUR
TF_IRL001_95_EU,C_IRL001_95,IRL001,2026,EU,16575.00,0.00,500.00,EUR
TF_IRL001_96_INTL,C_IRL001_96,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_96_EU,C_IRL001_96,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_97_INTL,C_IRL001_97,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_97_EU,C_IRL001_97,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_98_INTL,C_IRL001_98,IRL001,2026,INTL,14500.00,0.00,500.00,EUR
TF_IRL001_98_EU,C_IRL001_98,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_99_INTL,C_IRL001_99,IRL001,2026,INTL,23950.00,1000.00,500.00,EUR
TF_IRL001_99_EU,C_IRL001_99,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_100_INTL,C_IRL001_100,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_100_EU,C_IRL001_100,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_101_INTL,C_IRL001_101,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_101_EU,C_IRL001_101,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_102_INTL,C_IRL001_102,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_102_EU,C_IRL001_102,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_103_INTL,C_IRL001_103,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_103_EU,C_IRL001_103,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_104_INTL,C_IRL001_104,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_104_EU,C_IRL001_104,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_105_INTL,C_IRL001_105,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_105_EU,C_IRL001_105,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_106_INTL,C_IRL001_106,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_106_EU,C_IRL001_106,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_107_INTL,C_IRL001_107,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_107_EU,C_IRL001_107,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_108_INTL,C_IRL001_108,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_108_EU,C_IRL001_108,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_109_INTL,C_IRL001_109,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_109_EU,C_IRL001_109,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_110_INTL,C_IRL001_110,IRL001,2026,INTL,23950.00,1000.00,500.00,EUR
TF_IRL001_110_EU,C_IRL001_110,IRL001,2026,EU,12500.00,0.00,500.00,EUR
TF_IRL001_111_INTL,C_IRL001_111,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_111_EU,C_IRL001_111,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_112_INTL,C_IRL001_112,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_112_EU,C_IRL001_112,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_113_INTL,C_IRL001_113,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_113_EU,C_IRL001_113,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_114_INTL,C_IRL001_114,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_114_EU,C_IRL001_114,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_115_INTL,C_IRL001_115,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_115_EU,C_IRL001_115,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_116_INTL,C_IRL001_116,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_116_EU,C_IRL001_116,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_117_INTL,C_IRL001_117,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_117_EU,C_IRL001_117,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_118_INTL,C_IRL001_118,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_118_EU,C_IRL001_118,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_119_INTL,C_IRL001_119,IRL001,2026,INTL,28900.00,1000.00,500.00,EUR
TF_IRL001_119_EU,C_IRL001_119,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_120_INTL,C_IRL001_120,IRL001,2026,INTL,36500.00,0.00,500.00,EUR
TF_IRL001_120_EU,C_IRL001_120,IRL001,2026,EU,36500.00,0.00,500.00,EUR
TF_IRL001_121_INTL,C_IRL001_121,IRL001,2026,INTL,22430.00,1000.00,500.00,EUR
TF_IRL001_121_EU,C_IRL001_121,IRL001,2026,EU,11500.00,0.00,500.00,EUR
TF_IRL001_122_INTL,C_IRL001_122,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_122_EU,C_IRL001_122,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_123_INTL,C_IRL001_123,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_123_EU,C_IRL001_123,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_125_INTL,C_IRL001_125,IRL001,2026,INTL,29570.00,1000.00,500.00,EUR
TF_IRL001_125_EU,C_IRL001_125,IRL001,2026,EU,7332.00,0.00,0.00,EUR
TF_IRL001_126_INTL,C_IRL001_126,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_126_EU,C_IRL001_126,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_127_INTL,C_IRL001_127,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_127_EU,C_IRL001_127,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_128_INTL,C_IRL001_128,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_128_EU,C_IRL001_128,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_129_INTL,C_IRL001_129,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_129_EU,C_IRL001_129,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_130_INTL,C_IRL001_130,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_130_EU,C_IRL001_130,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_131_INTL,C_IRL001_131,IRL001,2026,INTL,21500.00,1000.00,500.00,EUR
TF_IRL001_131_EU,C_IRL001_131,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_132_INTL,C_IRL001_132,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_132_EU,C_IRL001_132,IRL001,2026,EU,13500.00,0.00,500.00,EUR
TF_IRL001_133_INTL,C_IRL001_133,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_133_EU,C_IRL001_133,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_134_INTL,C_IRL001_134,IRL001,2026,INTL,22580.00,1000.00,500.00,EUR
TF_IRL001_134_EU,C_IRL001_134,IRL001,2026,EU,5681.00,0.00,0.00,EUR
TF_IRL001_135_INTL,C_IRL001_135,IRL001,2026,INTL,20930.00,1000.00,500.00,EUR
TF_IRL001_135_EU,C_IRL001_135,IRL001,2026,EU,10500.00,0.00,500.00,EUR
TF_IRL001_136_INTL,C_IRL001_136,IRL001,2026,INTL,27790.00,1000.00,500.00,EUR
TF_IRL001_136_EU,C_IRL001_136,IRL001,2026,EU,13500.00,0.00,500.00,EUR
